artistID,artistName,birthplace,period,artType
22314170,"Shein, Edward",c. 1938,1926 to 1950,Drawing
60828627,"MacMonnies, Frederick William",c. 1936,1926 to 1950,Drawing
88368398,"Steiner, Emanuel",c. 1939,1926 to 1950,Drawing
96270724,"Good, Frank Mason",1938,1926 to 1950,Drawing
31086673,Jenny Holzer Studio,c. 1939,1926 to 1950,Drawing
52533450,"Allongé, Auguste",c. 1937,1926 to 1950,Drawing
87936942,"Judd, Roy C.",c. 1936,1926 to 1950,Drawing
30408496,"Lafon, Louis",c. 1936,1926 to 1950,Drawing
22145772,"Siena, James",c. 1936,1926 to 1950,Drawing
75173976,"Verwer, Abraham de",c. 1939,1926 to 1950,Drawing
89079727,"Poe, Edgar Allan",c. 1936,1926 to 1950,Drawing
64009508,Detroit Photographic Company,c. 1936,1926 to 1950,Drawing
84008557,"Benci, Francesco",c. 1940,1926 to 1950,Drawing
66516472,"Teichs, Adolf Friedrich",c. 1937,1926 to 1950,Drawing
50210572,"Dickinson, Edwin Walter",c. 1939,1926 to 1950,Drawing
66731032,"Matisse, Jean Gérard",c. 1938,1926 to 1950,Drawing
97514229,Contemporary Art Establishment,c. 1937,1926 to 1950,Drawing
68252002,"Thompson, David",c. 1939,1926 to 1950,Drawing
26866990,Vie des Arts Est.,c. 1936,1926 to 1950,Drawing
67419224,"Bloch, Maurice Professor",c. 1936,1926 to 1950,Drawing
89557738,Bittner,c. 1938,1926 to 1950,Drawing
75824287,"Haukohl, Mark",c. 1936,1926 to 1950,Drawing
40225600,"Goldová, Sona",c. 1939,1926 to 1950,Drawing
32790180,"Adler, Jean",c. 1936,1926 to 1950,Drawing
96242031,Galerie Arnot,c. 1937,1926 to 1950,Drawing
54611040,Master of Imola,c. 1939,1926 to 1950,Drawing
97379724,Euphorion Verlag,c. 1936,1926 to 1950,Drawing
58649693,"Sødring, Frederik",c. 1936,1926 to 1950,Drawing
66019323,"Mayhew, Timothy David",1936,1926 to 1950,Drawing
54534223,"Arms IV, John T., Estate of",1937,1926 to 1950,Drawing
44769403,"Huntington, Anna Hyatt",c. 1937,1926 to 1950,Drawing
24923917,"Bevington, Geoffrey",c. 1936,1926 to 1950,Drawing
54434292,"Adams, Sylvia Phyllis",c. 1936,1926 to 1950,Drawing
44055140,"Patey, Henri-Auguste-Jules",c. 1940,1926 to 1950,Drawing
66137008,"Meunier, Constantin",c. 1936,1926 to 1950,Drawing
88384045,"Ratdolt, Erhard",1936,1926 to 1950,Drawing
53420161,"Hérard, Gérard Léonard",c. 1939,1926 to 1950,Drawing
68436201,"Idell, A.",c. 1939,1926 to 1950,Drawing
78127189,"Howolka, Oscar",c. 1938,1926 to 1950,Drawing
15992439,"Baer, Katherine",1935/1942,1926 to 1950,Drawing
24623291,"Quadrani, Alexia",c. 1937,1926 to 1950,Drawing
60597765,"Hess, Ludwig",c. 1936,1926 to 1950,Drawing
47732263,Nathan A. Berstein & Co. Ltd,c. 1936,1926 to 1950,Drawing
51154836,"Haviland, Paul Burty",c. 1943,1926 to 1950,Drawing
32396049,"Rhoades, Katharine Nash",1935/1942,1926 to 1950,Drawing
38191911,"Lelu, Pierre",c. 1937,1926 to 1950,Drawing
23304651,"Cipriano, Jennifer",c. 1936,1926 to 1950,Drawing
82090022,"DiGangi, Joseph P.",c. 1937,1926 to 1950,Drawing
41679519,"Muschio, Andrea",c. 1936,1926 to 1950,Drawing
99495101,Didier Aaron,c. 1937,1926 to 1950,Drawing
84710590,"Grosbard, Richard and Ronnie",1935/1942,1926 to 1950,Drawing
41754344,"Drummond, David Thomas Kerr Reverend",1935/1942,1926 to 1950,Drawing
42830676,"Rosling, Alfred",1935/1942,1926 to 1950,Drawing
83109911,"Ravier, François-Auguste",1935/1942,1926 to 1950,Drawing
56523181,"Graham, James",c. 1941,1926 to 1950,Drawing
11573879,"Delord, Taxile",1937,1926 to 1950,Drawing
44430499,"Fournier, H.",c. 1937,1926 to 1950,Drawing
33022458,"Price, William Lake",c. 1938,1926 to 1950,Drawing
38819503,Edition Schellmann Contemporary Art Production,1935/1942,1926 to 1950,Drawing
45793324,"Valori, Marquis de",c. 1937,1926 to 1950,Drawing
45112894,"Willson, Darrell",c. 1937,1926 to 1950,Drawing
49642741,"Fridolin, Stephan",c. 1938,1926 to 1950,Drawing
53064785,"Baillie, Lady",c. 1938,1926 to 1950,Drawing
19778384,"Goldsmith, Arthur",1937,1926 to 1950,Drawing
83216000,"Iolio, Gasparo da",c. 1937,1926 to 1950,Drawing
86308599,"Peoli, Juan Jorge",c. 1936,1926 to 1950,Drawing
71553509,"Stefanoni, Pietro",c. 1936,1926 to 1950,Drawing
53050468,"Rambaldi, Paulo",c. 1937,1926 to 1950,Drawing
61465112,"Lee, Anne",c. 1937,1926 to 1950,Drawing
11741315,"Burgin, Victor",c. 1937,1926 to 1950,Drawing
65102416,"Maurer, Dóra",c. 1936,1926 to 1950,Drawing
50106659,Phil Leonard Memorial Fund,c. 1938,1926 to 1950,Drawing
79944841,"Wegman, William",c. 1936,1926 to 1950,Drawing
36307131,"Ruppersberg, Allen",1936,1926 to 1950,Drawing
15519279,"Abramović, Marina",1935/1942,1926 to 1950,Drawing
98560940,"Rosler, Martha",1935/1942,1926 to 1950,Drawing
15468338,"Piper, Adrian",c. 1940,1926 to 1950,Drawing
24917405,"Sikora, Rudolf",c. 1938,1926 to 1950,Drawing
30216220,Stephen Austin,c. 1940,1926 to 1950,Drawing
53604431,"Antin, Eleanor",c. 1936,1926 to 1950,Drawing
23746936,"Waller, Arnoud Mr. and Mrs.",c. 1936,1926 to 1950,Drawing
42663566,"Tillack, Thomas W.",c. 1941,1926 to 1950,Drawing
85332867,"Wright, David F. Mr.",c. 1936,1926 to 1950,Drawing
72995735,"Tague, Harold and Janet",c. 1938,1926 to 1950,Drawing
42655424,"Smith, Jon D. Jr.",c. 1938,1926 to 1950,Drawing
97264602,"Temple, Riley",c. 1938,1926 to 1950,Drawing
16017707,"Holton, Curlee Raven",c. 1938,1926 to 1950,Drawing
29147237,Raven Editions,c. 1938,1926 to 1950,Drawing
44815223,"Hoffenreich, Ludwig",c. 1939,1926 to 1950,Drawing
71064878,"Natali, Pietro de",c. 1937,1926 to 1950,Drawing
17364941,"Sacon, Jacques",c. 1937,1926 to 1950,Drawing
71242935,"Peypus, Friedrich",c. 1937,1926 to 1950,Drawing
60102221,"Thomas, Gwenn",c. 1937,1926 to 1950,Drawing
42827080,"Khedoori, Toba",c. 1938,1926 to 1950,Drawing
99095879,International Graphic Arts Society,c. 1938,1926 to 1950,Drawing
66842233,"Wirz, Dadi",c. 1938,1926 to 1950,Drawing
26407412,"Mussat Sartor, Paolo",1935/1942,1926 to 1950,Drawing
80656059,"Valentin, Curt",1936,1926 to 1950,Drawing
78216019,"Brand X Projects, Inc.",c. 1936,1926 to 1950,Drawing
57068552,Brand X Editions,c. 1937,1926 to 1950,Drawing
12824683,"Gorgoni, Gianfranco",1935/1942,1926 to 1950,Drawing
22467608,"Bunnell, Paul",1935/1942,1926 to 1950,Drawing
76873694,William P. Carl Fine Prints,1935/1942,1926 to 1950,Drawing
48580972,"Witsen, Willem Arnold",1935/1942,1926 to 1950,Drawing
24321257,"Bidauld, Jean-Pierre-Xavier",c. 1936,1926 to 1950,Drawing
78881908,"Bianchi, Mosè",1935/1942,1926 to 1950,Drawing
10337958,"Arcimboldo, Giuseppe",c. 1937,1926 to 1950,Drawing
38759384,Pickman Miss,probably 1937/1938,1926 to 1950,Drawing
63104275,"Burke, Russell",c. 1937,1926 to 1950,Drawing
22356179,Private Collection (Arcimboldo),c. 1937,1926 to 1950,Drawing
48148510,"Boetti, Alighiero",c. 1938,1926 to 1950,Drawing
16336293,"Berkus, Barry",c. 1937,1926 to 1950,Drawing
86510105,"Worsley, P. J. Esquire",c. 1939,1926 to 1950,Drawing
10905705,"Braemt, Joseph-Pierre",c. 1937,1926 to 1950,Drawing
78011652,Irvine Contemporary Art,c. 1937,1926 to 1950,Drawing
88863838,"Villareal, Leo",c. 1936,1926 to 1950,Drawing
70780082,Faro World Inc.,c. 1936,1926 to 1950,Drawing
26102411,"Shneiderman, Ben",c. 1937,1926 to 1950,Drawing
63193672,"Pankok, Otto",c. 1937,1926 to 1950,Drawing
21773057,"Davis, Gary S.",c. 1937,1926 to 1950,Drawing
17189119,"Moniz, Margaret Ann",c. 1937,1926 to 1950,Drawing
43999555,"McCay, Winsor",probably 1937/1938,1926 to 1950,Drawing
46831479,"Moniz, Ann Winsor",c. 1938,1926 to 1950,Drawing
51174111,Cadart et Luquet,c. 1937,1926 to 1950,Drawing
75579501,"Cooper, Peregrine F.",c. 1938,1926 to 1950,Drawing
33725635,"Wicquefort, Abraham de",c. 1939,1926 to 1950,Drawing
36561615,"Fendrick, Barbara",c. 1937,1926 to 1950,Drawing
34229207,"Davis, Earl",c. 1939,1926 to 1950,Drawing
74810860,Mailly,probably 1937/1938,1926 to 1950,Drawing
97458178,"Merrill, Ross",probably 1937/1938,1926 to 1950,Drawing
35917741,"Enden, Martin van den I",probably 1937/1938,1926 to 1950,Drawing
59537141,"Mayhew, Richard",probably 1937/1938,1926 to 1950,Drawing
21447858,"Stein, Stephen G.",c. 1937,1926 to 1950,Drawing
71291215,Mark Moore Gallery,c. 1938,1926 to 1950,Drawing
83544365,"Rugg, Kim",1939,1926 to 1950,Drawing
24807607,"Kanev, Paul",c. 1939,1926 to 1950,Drawing
95006991,"Roldán, Luisa",c. 1937,1926 to 1950,Drawing
26019938,"Speaks, Cooper Phillips, Estate of",c. 1938,1926 to 1950,Drawing
67919086,"Kim, Byron",c. 1937,1926 to 1950,Drawing
32147012,Tyler & Co.,1935/1942,1926 to 1950,Drawing
59323981,"Measom, George",c. 1937,1926 to 1950,Drawing
11468082,"Sulman, T.",c. 1940,1926 to 1950,Drawing
50658773,Kálidása,c. 1936,1926 to 1950,Drawing
80392776,"Luabe, Gustav",c. 1937,1926 to 1950,Drawing
54305063,Kasmin Limited,1936,1926 to 1950,Drawing
46347189,"Abelman, Ida York",1935/1942,1926 to 1950,Drawing
61100828,"Abramovitz, Albert",c. 1940,1926 to 1950,Drawing
22696613,Stephen Ongpin Fine Art,c. 1940,1926 to 1950,Drawing
25272155,"Adams, Jean Crawford",c. 1938,1926 to 1950,Drawing
74857056,"Adams, Wayman",c. 1938,1926 to 1950,Drawing
71784202,"Ajay, Abe",c. 1941,1926 to 1950,Drawing
98804291,"Alberts, Julien",c. 1938,1926 to 1950,Drawing
76124199,"Albinson, Dewey",c. 1938,1926 to 1950,Drawing
51563955,"Albright, Gertrude Partington",probably 1937/1938,1926 to 1950,Drawing
85577824,"Albright, Herman Oliver",c. 1939,1926 to 1950,Drawing
60433144,"Albro, Maxine",c. 1938,1926 to 1950,Drawing
82466158,"Aldrich, Adolf",c. 1939,1926 to 1950,Drawing
11119037,"Anchel, Harold",c. 1937,1926 to 1950,Drawing
27793893,"Anderson, Carlos",probably 1937/1938,1926 to 1950,Drawing
86478748,"Anderson, Frank Hartley",c. 1938,1926 to 1950,Drawing
68368643,"Andrus, James Roman",c. 1939,1926 to 1950,Drawing
98471820,"Andrus, Vera",c. 1939,1926 to 1950,Drawing
82012381,"Angarola, Anthony",1936,1926 to 1950,Drawing
55567880,"Ulreich, Nura Woodson",c. 1937,1926 to 1950,Drawing
89728045,"Albers, Rita E.",c. 1937,1926 to 1950,Drawing
13974045,"Abbe, William Parker",c. 1937,1926 to 1950,Drawing
34161042,"Aldan, Daisy",c. 1938,1926 to 1950,Drawing
27002713,"Alexander, Doris",probably 1937/1938,1926 to 1950,Drawing
69974002,"Altshuler, Murray",probably 1937/1938,1926 to 1950,Drawing
95152428,"Anderson, Hjordis (Ethel)",c. 1937,1926 to 1950,Drawing
34946195,"Angelo, Michael Valenti",c. 1936,1926 to 1950,Drawing
19101654,"Annette, Ina",probably 1937,1926 to 1950,Drawing
49193438,"Ariss, Bruce",c. 1937,1926 to 1950,Drawing
97341509,"Armin, Emil",1935/1942,1926 to 1950,Drawing
96318728,"Arnest, Bernard Patrick",c. 1936,1926 to 1950,Drawing
77260860,"Arnold, A. Grant",c. 1937,1926 to 1950,Drawing
35234425,"Arquin, Florence",c. 1938,1926 to 1950,Drawing
42999315,"Artman, Jean",c. 1938,1926 to 1950,Drawing
48651981,"Ashby, William Jr.",c. 1940,1926 to 1950,Drawing
33584226,"Ashton, Ethel V.",c. 1940,1926 to 1950,Drawing
70021681,"Austin, Ralph",c. 1940,1926 to 1950,Drawing
49655160,"Badger, Frances S.",c. 1940,1926 to 1950,Drawing
81288425,"Baker, Lamar",c. 1937,1926 to 1950,Drawing
77481295,"Balcom, Lowell Leroy",c. 1936,1926 to 1950,Drawing
55797868,"Baldridge, Cyrus LeRoy",c. 1936,1926 to 1950,Drawing
66432443,"Balsham, Leah",c. 1936,1926 to 1950,Drawing
13776556,"Banning, Beatrice Harper",c. 1936,1926 to 1950,Drawing
38799339,"Barker, Albert W.",c. 1936,1926 to 1950,Drawing
10123755,"Barker, John Jesse",c. 1936,1926 to 1950,Drawing
38391879,"Barnett, Herbert Phillip",c. 1937,1926 to 1950,Drawing
56980185,"Barr, Norman",c. 1936,1926 to 1950,Drawing
90640573,"Barrett, Thomas Weeks",c. 1936,1926 to 1950,Drawing
85604391,"Barrows, Charles",c. 1936,1926 to 1950,Drawing
13186382,"Bartlett, Elwood Warren",c. 1936,1926 to 1950,Drawing
76483494,"Bartlett, Ivan",1937,1926 to 1950,Drawing
63839313,"Bartlett, Richard Franklin",c. 1938,1926 to 1950,Drawing
62661635,"Bartsch, Walter Frederick",c. 1939,1926 to 1950,Drawing
77908103,"Bateson, Florence",c. 1936,1926 to 1950,Drawing
64328365,"Battenberg, John",c. 1936,1926 to 1950,Drawing
17553000,"Bauer, W.C.",c. 1936,1926 to 1950,Drawing
79522058,"Bauer, William U.",c. 1936,1926 to 1950,Drawing
17746420,"Baumann, Karl Herman",c. 1937,1926 to 1950,Drawing
11517489,"Baxter, Blanche",c. 1937,1926 to 1950,Drawing
40834230,"Beall, Dennis",c. 1937,1926 to 1950,Drawing
50842980,"Beardon, Edward Carpenter",c. 1936,1926 to 1950,Drawing
78333606,"Beccard, Helen Louise",c. 1937,1926 to 1950,Drawing
50384691,"Beetz, Carl Hugo",1937,1926 to 1950,Drawing
19979752,"Bekker, David",c. 1937,1926 to 1950,Drawing
87754740,"Belfiore, Gerardo",1936,1926 to 1950,Drawing
92527492,"Bell, Cecil C.",c. 1938,1926 to 1950,Drawing
64788685,"Bellows, Albert Fitch",c. 1940,1926 to 1950,Drawing
83750492,"Bengelsdorf, Rosalind",c. 1940,1926 to 1950,Drawing
14669616,"Bennett, Eugene",c. 1938,1926 to 1950,Drawing
21127977,"Bennett, Herbert",c. 1937,1926 to 1950,Drawing
80880285,"Benney, Robert L.",c. 1937,1926 to 1950,Drawing
27866382,"Benno, Benjamin",c. 1937,1926 to 1950,Drawing
89824380,"Bentley, John T.",c. 1936,1926 to 1950,Drawing
64013194,"Bergmann, Franz",c. 1936,1926 to 1950,Drawing
29524022,"Berkman-Hunter, Bernece",c. 1936,1926 to 1950,Drawing
27215663,"Berman, Eugene",c. 1937,1926 to 1950,Drawing
58906472,"Berman, Sarah",c. 1937,1926 to 1950,Drawing
44109461,"Berman, Saul",c. 1937,1926 to 1950,Drawing
75998667,"Berresford, Virginia",c. 1937,1926 to 1950,Drawing
51756869,"Berry, Carroll Thayer",c. 1937,1926 to 1950,Drawing
75624651,"Bertrand, Raymond",c. 1937,1926 to 1950,Drawing
53062503,"Bervinchak, Nicholas",c. 1936,1926 to 1950,Drawing
52375662,"Besedick, Frank",c. 1936,1926 to 1950,Drawing
80534459,"Bianco, Pamela",c. 1936,1926 to 1950,Drawing
56170624,"Bibel, Leon",c. 1936,1926 to 1950,Drawing
86475877,"Bickerton, Ashley",c. 1937,1926 to 1950,Drawing
88578636,"Biehle, August F. Jr.",c. 1940,1926 to 1950,Drawing
37437532,"Billings, Henry",c. 1936,1926 to 1950,Drawing
15148604,"Billmyer, John Edward",c. 1936,1926 to 1950,Drawing
91154717,"Bird, Esther Brock",c. 1940,1926 to 1950,Drawing
20862559,"Bisttram, Emil",c. 1937,1926 to 1950,Drawing
30442994,"Blackshear, Kathleen",c. 1937,1926 to 1950,Drawing
95888741,"Blair, Robert Noel",1937,1926 to 1950,Drawing
87412896,"Blanch, Lucile",c. 1938,1926 to 1950,Drawing
26402165,"Blashko, Abe",c. 1935,1926 to 1950,Drawing
49776867,"Bloch, Lucienne",c. 1937,1926 to 1950,Drawing
80956626,"Bloom, John Vincent",c. 1937,1926 to 1950,Drawing
23708168,"Bloomster, Edgar L.",1935/1942,1926 to 1950,Drawing
86618514,"Bluestein, Selma Cohen",c. 1937,1926 to 1950,Drawing
16887795,"Blum, Jerome S.",c. 1936,1926 to 1950,Drawing
80608088,"Blumenschein, Helen Green",probably 1937,1926 to 1950,Drawing
17480719,"Bodin, Paul",c. 1937,1926 to 1950,Drawing
13794104,"Boggs, Franklin",1935/1942,1926 to 1950,Drawing
80706772,"Bolton, Clarence",c. 1937,1926 to 1950,Drawing
68575219,"Bomar, Bill",1941,1926 to 1950,Drawing
92736325,"Borg, Carl Oscar",c. 1937,1926 to 1950,Drawing
88595019,"Boss, Homer",c. 1936,1926 to 1950,Drawing
15423315,"Botts, Hugh Pearce",c. 1936,1926 to 1950,Drawing
62534581,"Bouche, Louis George",c. 1937,1926 to 1950,Drawing
43948609,"Bowden, Harry",c. 1937,1926 to 1950,Drawing
73726076,"Bowling, Charles",c. 1936,1926 to 1950,Drawing
32817789,"Bowling, Jack Frank",c. 1940,1926 to 1950,Drawing
70197396,"Bowman, Dorothy Louise",c. 1937,1926 to 1950,Drawing
65270416,"Boyd, Fiske",c. 1937,1926 to 1950,Drawing
16240602,"Boyer, Ernest W.",c. 1937,1926 to 1950,Drawing
71539273,"Boyer, Helen King",1935/1942,1926 to 1950,Drawing
21991633,"Boynton, Ray",c. 1937,1926 to 1950,Drawing
59955586,"Bradford, Howard",c. 1941,1926 to 1950,Drawing
99415176,"Bradshaw, George A.",c. 1941,1926 to 1950,Drawing
40408875,"Brandfield, Dayton",c. 1937,1926 to 1950,Drawing
11700870,"Bransby, Eric James",c. 1937,1926 to 1950,Drawing
54664588,"Braught, Ross Eugene",c. 1937,1926 to 1950,Drawing
80618740,"Breene, Walter Simmons",c. 1937,1926 to 1950,Drawing
62569222,"Brett, Nancy",c. 1940,1926 to 1950,Drawing
46355815,"Briem, Gottlob L.",1941,1926 to 1950,Drawing
54717678,"Britton, Edgar",c. 1937,1926 to 1950,Drawing
93503377,"Brod, Fritzi",c. 1938,1926 to 1950,Drawing
46321776,"Brodsky, Harry",c. 1938,1926 to 1950,Drawing
85554853,"Brown, Charles R.",c. 1936,1926 to 1950,Drawing
47179698,"Brown, Hilton",c. 1936,1926 to 1950,Drawing
10578368,"Brown, John George",c. 1936,1926 to 1950,Drawing
47845771,"Brown, Robert A.",c. 1937,1926 to 1950,Drawing
24015414,"Browne, Syd J.",c. 1938,1926 to 1950,Drawing
57012046,"Browner, Melvin",c. 1940,1926 to 1950,Drawing
34682703,"Brucker, Edmund",c. 1940,1926 to 1950,Drawing
64310853,"Brussel-Smith, Bernard",c. 1940,1926 to 1950,Drawing
98572482,"Bruton, Esther",1938,1926 to 1950,Drawing
94027638,"Bruton, Helen",c. 1940,1926 to 1950,Drawing
31672451,"Bruton, Margaret",c. 1936,1926 to 1950,Drawing
54461201,"Bry, Edith",c. 1942,1926 to 1950,Drawing
39462796,"Bucci, Andrew A.",1941,1926 to 1950,Drawing
44109811,"Buck, Henry Bennett",1936,1926 to 1950,Drawing
16104206,"Buck, Roger",1937,1926 to 1950,Drawing
42047001,"Buell, Alice Standish",1937,1926 to 1950,Drawing
64191496,"Buff, Conrad",1940,1926 to 1950,Drawing
89216273,"Burck, Jacob",c. 1940,1926 to 1950,Drawing
42966545,"Burgess, Lorraine M.",c. 1940,1926 to 1950,Drawing
29405925,"Burkhardt, Hans Gustav",c. 1940,1926 to 1950,Drawing
99475805,"Burns, Milton James",c. 1941,1926 to 1950,Drawing
64474063,"Burroughs, Edward R.",c. 1939,1926 to 1950,Drawing
69188940,"Busa, Peter",1938,1926 to 1950,Drawing
56417742,"Buzzelli, Joseph Anthony",c. 1939,1926 to 1950,Drawing
70067102,"Bywaters, Jerry",c. 1940,1926 to 1950,Drawing
91641682,"Cady, Harrison",c. 1940,1926 to 1950,Drawing
59091311,"Campbell, Charles",1939,1926 to 1950,Drawing
53832951,"Loth, Johann Carl",c. 1936,1926 to 1950,Drawing
72907541,"Bickhart, Abraham",1937,1926 to 1950,Drawing
49542483,"Lang the Elder, Hans Kaspar",c. 1940,1926 to 1950,Drawing
84950380,"Annan, James Craig",c. 1939,1926 to 1950,Drawing
97151391,"Canadè, Vincent",c. 1939,1926 to 1950,Drawing
20760675,"Cannon, Florence V.",c. 1940,1926 to 1950,Drawing
42902435,"Capshaw, Elmer",c. 1939,1926 to 1950,Drawing
24804562,"Carr, Vivian E.",1937,1926 to 1950,Drawing
52721953,"Carroll, John",1940,1926 to 1950,Drawing
62580783,"Carter, Clarence H.",1936,1926 to 1950,Drawing
97595884,"Carter, Claudessa E.",c. 1937,1926 to 1950,Drawing
26914917,"Carton, Norman",1939,1926 to 1950,Drawing
81951362,"Cary, William De La Montagne",1939,1926 to 1950,Drawing
59143698,"Cassara, Frank",1935/1942,1926 to 1950,Drawing
75481610,"Cassidy, Gerald Ira D.",1936,1926 to 1950,Drawing
93010824,"Cavallon, Giorgio",1939,1926 to 1950,Drawing
61299807,"Celentano, Daniel Ralph",c. 1939,1926 to 1950,Drawing
90482489,"Chadwick, Grace Willard",c. 1936,1926 to 1950,Drawing
30471208,"Chafetz, Sidney",c. 1936,1926 to 1950,Drawing
63126327,"Chaney, Ruth",1939,1926 to 1950,Drawing
11341371,"Chatterton, Clarence K.",1939,1926 to 1950,Drawing
45824605,"Chenoweth, Mary A.",1939,1926 to 1950,Drawing
90024787,"Chong, Fay",1940,1926 to 1950,Drawing
42528869,"Christie, Arthur N.",c. 1936,1926 to 1950,Drawing
22324053,"Christie, Hannah M.",c. 1936,1926 to 1950,Drawing
32826432,"Chun, David P.",c. 1936,1926 to 1950,Drawing
32938972,"Cikovsky, Nicolai",1937,1926 to 1950,Drawing
48963956,"Clark, Alden",c. 1936,1926 to 1950,Drawing
73432131,"Clements, Gabrielle De Veaux",c. 1936,1926 to 1950,Drawing
68544321,"Cloar, Carroll",c. 1936,1926 to 1950,Drawing
81042007,"Cochrane, F.W.",c. 1936,1926 to 1950,Drawing
72917677,"Coe, Richard B.",c. 1936,1926 to 1950,Drawing
51498465,"Coen, Eleanor",c. 1939,1926 to 1950,Drawing
52613295,"Cohen, George",c. 1936,1926 to 1950,Drawing
91290316,"Cohn, Max Arthur",c. 1939,1926 to 1950,Drawing
41098382,"Cole, Joseph Foxcroft",c. 1938,1926 to 1950,Drawing
11094452,"Coleman, Glenn O.",c. 1937,1926 to 1950,Drawing
57864993,"Collison (Nelms), Marjory H.",1938,1926 to 1950,Drawing
19540638,"Constant, George",c. 1936,1926 to 1950,Drawing
66724732,"Converse, Lily Schierenberg",1938,1926 to 1950,Drawing
95654410,"Cook, William",1937,1926 to 1950,Drawing
76086783,"Corson, Cliffa",1937,1926 to 1950,Drawing
28852432,"Coughlin, Mildred Marion",c. 1939,1926 to 1950,Drawing
63755116,"Cox, John Rogers",1938,1926 to 1950,Drawing
32583386,"Coxe, Reginald Cleveland",c. 1939,1926 to 1950,Drawing
11394789,"Cramer, Konrad",1940,1926 to 1950,Drawing
99895189,"Crane, Alan Horton",1940,1926 to 1950,Drawing
56335179,"Crane, Stanley William",1938,1926 to 1950,Drawing
17571297,"Crawford, Barbara",c. 1940,1926 to 1950,Drawing
35503144,"Crawford, Esther Mabel",c. 1940,1926 to 1950,Drawing
57084366,"Crawford, Lesley Buckland",1938,1926 to 1950,Drawing
93197671,"Crist, Richard Harrison",1937,1926 to 1950,Drawing
76152508,"Cross, Adelyne",1937,1926 to 1950,Drawing
43546908,"Crown, Keith Allen",1938,1926 to 1950,Drawing
94055264,"Crumbo, Woody",1937,1926 to 1950,Drawing
42374679,"Csosz, John",1939,1926 to 1950,Drawing
42574302,"Culty, Lia",1939,1926 to 1950,Drawing
60610205,"Cuming, Beatrice Lavis",1935/1942,1926 to 1950,Drawing
25699652,"Cunningham, Benjamin Frazier",1937,1926 to 1950,Drawing
62814067,"Cunningham, Marion Osborn",c. 1940,1926 to 1950,Drawing
30633427,"Cunningham, William Phelps",1939,1926 to 1950,Drawing
74501758,"Curry, Noble",1939,1926 to 1950,Drawing
39034069,"Dahlgreen, Charles W.",1939,1926 to 1950,Drawing
61419012,"Dalstrom, Gustaf Oscar",1937,1926 to 1950,Drawing
96455009,"Daniel, Lewis C.",c. 1939,1926 to 1950,Drawing
63770751,"Daugherty, James Henry",c. 1939,1926 to 1950,Drawing
55346726,"Daugherty, Charles Michael",1939,1926 to 1950,Drawing
47134138,"Daum, Howard",1937,1926 to 1950,Drawing
92845481,"Davenny, Ward L.",1939,1926 to 1950,Drawing
70578485,"David, Lorene",c. 1939,1926 to 1950,Drawing
36542985,"Davidek, William Stefan",1939,1926 to 1950,Drawing
87555888,"Davidson, Frank",1941,1926 to 1950,Drawing
79882233,"Davies, John",1940,1926 to 1950,Drawing
22197452,"Davis, Hubert",1940,1926 to 1950,Drawing
39895263,"Davis, Lew E.",c. 1939,1926 to 1950,Drawing
24979380,"Davis, Wayne L.",1939,1926 to 1950,Drawing
52429314,"Day, Richard",1939,1926 to 1950,Drawing
27692918,"De Diego, Julio",c. 1936,1926 to 1950,Drawing
18999427,"Gogorza, Maitland De",c. 1937,1926 to 1950,Drawing
45842752,"Hospodar, Stephen de",c. 1939,1926 to 1950,Drawing
53592861,"Kohary, Anne de",1937,1926 to 1950,Drawing
14663049,"Lappe, Phyllis De (Pele)",c. 1940,1926 to 1950,Drawing
75854056,"Dean, Harold Mallette",1937,1926 to 1950,Drawing
69797245,"Decker, Albert Herrman",c. 1940,1926 to 1950,Drawing
59387209,"Decker, Lindsey",1937,1926 to 1950,Drawing
86608845,"Della-Volpe, Ralph Eugene",1937,1926 to 1950,Drawing
73480271,"Dennis, Morgan",1940,1926 to 1950,Drawing
16663928,"Dergalis, George",c. 1937,1926 to 1950,Drawing
92377660,"DeWoody, James",c. 1936,1926 to 1950,Drawing
91290472,"Di Cerbo, Michael",c. 1937,1926 to 1950,Drawing
43026077,"Diamond, Henry R.",c. 1936,1926 to 1950,Drawing
45376308,"Diamondstein, Morton",c. 1936,1926 to 1950,Drawing
55412735,"Dias-Jorgenson, Aurora",c. 1937,1926 to 1950,Drawing
48103425,"Dickerson, William Judson",c. 1939,1926 to 1950,Drawing
23139841,"Didyk, Ann",c. 1939,1926 to 1950,Drawing
98214084,"Diedrickson, Theodore",1940,1926 to 1950,Drawing
66596463,"Dike, Philip Latimer",1937/1940,1926 to 1950,Drawing
20213067,"Dill, Mary M.",1939/1940,1926 to 1950,Drawing
27123059,"Dillaye, Blanche",c. 1941,1926 to 1950,Drawing
94001371,"Dimitroff, Stephen Pope",1937,1926 to 1950,Drawing
30886729,"Dixon, James Budd",c. 1941,1926 to 1950,Drawing
91708125,"Dobkin, Alexander",1939,1926 to 1950,Drawing
17573520,"Dohanos, Stevan",1940,1926 to 1950,Drawing
64391031,"Doi, Isami",c. 1938,1926 to 1950,Drawing
55630014,"Dolice, Leon Louis",1937,1926 to 1950,Drawing
24630791,"Donaldson, Elise",c. 1939,1926 to 1950,Drawing
45751005,"Dorgeloh, Marguerite Redman",c. 1940,1926 to 1950,Drawing
